split,augmentation,source_image,output_image,source_label,output_label
train,brightness_up,crack_00058.jpg,crack_00058_brightness_up.jpg,crack_00058.txt,crack_00058_brightness_up.txt
train,brightness_down,crack_00058.jpg,crack_00058_brightness_down.jpg,crack_00058.txt,crack_00058_brightness_down.txt
train,contrast_up,crack_00058.jpg,crack_00058_contrast_up.jpg,crack_00058.txt,crack_00058_contrast_up.txt
train,gaussian_noise,crack_00058.jpg,crack_00058_gaussian_noise.jpg,crack_00058.txt,crack_00058_gaussian_noise.txt
train,clahe,crack_00058.jpg,crack_00058_clahe.jpg,crack_00058.txt,crack_00058_clahe.txt
train,hflip,crack_00059.jpg,crack_00059_hflip.jpg,crack_00059.txt,crack_00059_hflip.txt
train,vflip,crack_00059.jpg,crack_00059_vflip.jpg,crack_00059.txt,crack_00059_vflip.txt
train,rotate_pos,crack_00059.jpg,crack_00059_rotate_pos.jpg,crack_00059.txt,crack_00059_rotate_pos.txt
train,rotate_neg,crack_00059.jpg,crack_00059_rotate_neg.jpg,crack_00059.txt,crack_00059_rotate_neg.txt
train,brightness_up,crack_00059.jpg,crack_00059_brightness_up.jpg,crack_00059.txt,crack_00059_brightness_up.txt
train,brightness_down,crack_00059.jpg,crack_00059_brightness_down.jpg,crack_00059.txt,crack_00059_brightness_down.txt
train,contrast_up,crack_00059.jpg,crack_00059_contrast_up.jpg,crack_00059.txt,crack_00059_contrast_up.txt
train,gaussian_noise,crack_00059.jpg,crack_00059_gaussian_noise.jpg,crack_00059.txt,crack_00059_gaussian_noise.txt
train,clahe,crack_00059.jpg,crack_00059_clahe.jpg,crack_00059.txt,crack_00059_clahe.txt
train,hflip,crack_00060.jpg,crack_00060_hflip.jpg,crack_00060.txt,crack_00060_hflip.txt
train,vflip,crack_00060.jpg,crack_00060_vflip.jpg,crack_00060.txt,crack_00060_vflip.txt
train,rotate_pos,crack_00060.jpg,crack_00060_rotate_pos.jpg,crack_00060.txt,crack_00060_rotate_pos.txt
train,rotate_neg,crack_00060.jpg,crack_00060_rotate_neg.jpg,crack_00060.txt,crack_00060_rotate_neg.txt
train,brightness_up,crack_00060.jpg,crack_00060_brightness_up.jpg,crack_00060.txt,crack_00060_brightness_up.txt
train,brightness_down,crack_00060.jpg,crack_00060_brightness_down.jpg,crack_00060.txt,crack_00060_brightness_down.txt
train,contrast_up,crack_00060.jpg,crack_00060_contrast_up.jpg,crack_00060.txt,crack_00060_contrast_up.txt
train,gaussian_noise,crack_00060.jpg,crack_00060_gaussian_noise.jpg,crack_00060.txt,crack_00060_gaussian_noise.txt
train,clahe,crack_00060.jpg,crack_00060_clahe.jpg,crack_00060.txt,crack_00060_clahe.txt
train,hflip,crack_00061.jpg,crack_00061_hflip.jpg,crack_00061.txt,crack_00061_hflip.txt
train,vflip,crack_00061.jpg,crack_00061_vflip.jpg,crack_00061.txt,crack_00061_vflip.txt
train,rotate_pos,crack_00061.jpg,crack_00061_rotate_pos.jpg,crack_00061.txt,crack_00061_rotate_pos.txt
train,rotate_neg,crack_00061.jpg,crack_00061_rotate_neg.jpg,crack_00061.txt,crack_00061_rotate_neg.txt
train,brightness_up,crack_00061.jpg,crack_00061_brightness_up.jpg,crack_00061.txt,crack_00061_brightness_up.txt
train,brightness_down,crack_00061.jpg,crack_00061_brightness_down.jpg,crack_00061.txt,crack_00061_brightness_down.txt
train,contrast_up,crack_00061.jpg,crack_00061_contrast_up.jpg,crack_00061.txt,crack_00061_contrast_up.txt
train,gaussian_noise,crack_00061.jpg,crack_00061_gaussian_noise.jpg,crack_00061.txt,crack_00061_gaussian_noise.txt
train,clahe,crack_00061.jpg,crack_00061_clahe.jpg,crack_00061.txt,crack_00061_clahe.txt
train,hflip,crack_00063.jpg,crack_00063_hflip.jpg,crack_00063.txt,crack_00063_hflip.txt
train,vflip,crack_00063.jpg,crack_00063_vflip.jpg,crack_00063.txt,crack_00063_vflip.txt
train,rotate_pos,crack_00063.jpg,crack_00063_rotate_pos.jpg,crack_00063.txt,crack_00063_rotate_pos.txt
train,rotate_neg,crack_00063.jpg,crack_00063_rotate_neg.jpg,crack_00063.txt,crack_00063_rotate_neg.txt
train,brightness_up,crack_00063.jpg,crack_00063_brightness_up.jpg,crack_00063.txt,crack_00063_brightness_up.txt
train,brightness_down,crack_00063.jpg,crack_00063_brightness_down.jpg,crack_00063.txt,crack_00063_brightness_down.txt
train,contrast_up,crack_00063.jpg,crack_00063_contrast_up.jpg,crack_00063.txt,crack_00063_contrast_up.txt
train,gaussian_noise,crack_00063.jpg,crack_00063_gaussian_noise.jpg,crack_00063.txt,crack_00063_gaussian_noise.txt
train,clahe,crack_00063.jpg,crack_00063_clahe.jpg,crack_00063.txt,crack_00063_clahe.txt
train,hflip,crack_00064.jpg,crack_00064_hflip.jpg,crack_00064.txt,crack_00064_hflip.txt
train,vflip,crack_00064.jpg,crack_00064_vflip.jpg,crack_00064.txt,crack_00064_vflip.txt
train,rotate_pos,crack_00064.jpg,crack_00064_rotate_pos.jpg,crack_00064.txt,crack_00064_rotate_pos.txt
train,rotate_neg,crack_00064.jpg,crack_00064_rotate_neg.jpg,crack_00064.txt,crack_00064_rotate_neg.txt
train,brightness_up,crack_00064.jpg,crack_00064_brightness_up.jpg,crack_00064.txt,crack_00064_brightness_up.txt
train,brightness_down,crack_00064.jpg,crack_00064_brightness_down.jpg,crack_00064.txt,crack_00064_brightness_down.txt
train,contrast_up,crack_00064.jpg,crack_00064_contrast_up.jpg,crack_00064.txt,crack_00064_contrast_up.txt
train,gaussian_noise,crack_00064.jpg,crack_00064_gaussian_noise.jpg,crack_00064.txt,crack_00064_gaussian_noise.txt
train,clahe,crack_00064.jpg,crack_00064_clahe.jpg,crack_00064.txt,crack_00064_clahe.txt
train,hflip,crack_00067.jpg,crack_00067_hflip.jpg,crack_00067.txt,crack_00067_hflip.txt
train,vflip,crack_00067.jpg,crack_00067_vflip.jpg,crack_00067.txt,crack_00067_vflip.txt
train,rotate_pos,crack_00067.jpg,crack_00067_rotate_pos.jpg,crack_00067.txt,crack_00067_rotate_pos.txt
train,rotate_neg,crack_00067.jpg,crack_00067_rotate_neg.jpg,crack_00067.txt,crack_00067_rotate_neg.txt
train,brightness_up,crack_00067.jpg,crack_00067_brightness_up.jpg,crack_00067.txt,crack_00067_brightness_up.txt
train,brightness_down,crack_00067.jpg,crack_00067_brightness_down.jpg,crack_00067.txt,crack_00067_brightness_down.txt
train,contrast_up,crack_00067.jpg,crack_00067_contrast_up.jpg,crack_00067.txt,crack_00067_contrast_up.txt
train,gaussian_noise,crack_00067.jpg,crack_00067_gaussian_noise.jpg,crack_00067.txt,crack_00067_gaussian_noise.txt
train,clahe,crack_00067.jpg,crack_00067_clahe.jpg,crack_00067.txt,crack_00067_clahe.txt
train,hflip,crack_00068.jpg,crack_00068_hflip.jpg,crack_00068.txt,crack_00068_hflip.txt
train,vflip,crack_00068.jpg,crack_00068_vflip.jpg,crack_00068.txt,crack_00068_vflip.txt
train,rotate_pos,crack_00068.jpg,crack_00068_rotate_pos.jpg,crack_00068.txt,crack_00068_rotate_pos.txt
train,rotate_neg,crack_00068.jpg,crack_00068_rotate_neg.jpg,crack_00068.txt,crack_00068_rotate_neg.txt
train,brightness_up,crack_00068.jpg,crack_00068_brightness_up.jpg,crack_00068.txt,crack_00068_brightness_up.txt
train,brightness_down,crack_00068.jpg,crack_00068_brightness_down.jpg,crack_00068.txt,crack_00068_brightness_down.txt
train,contrast_up,crack_00068.jpg,crack_00068_contrast_up.jpg,crack_00068.txt,crack_00068_contrast_up.txt
train,gaussian_noise,crack_00068.jpg,crack_00068_gaussian_noise.jpg,crack_00068.txt,crack_00068_gaussian_noise.txt
train,clahe,crack_00068.jpg,crack_00068_clahe.jpg,crack_00068.txt,crack_00068_clahe.txt
train,hflip,crack_00069.jpg,crack_00069_hflip.jpg,crack_00069.txt,crack_00069_hflip.txt
train,vflip,crack_00069.jpg,crack_00069_vflip.jpg,crack_00069.txt,crack_00069_vflip.txt
train,rotate_pos,crack_00069.jpg,crack_00069_rotate_pos.jpg,crack_00069.txt,crack_00069_rotate_pos.txt
train,rotate_neg,crack_00069.jpg,crack_00069_rotate_neg.jpg,crack_00069.txt,crack_00069_rotate_neg.txt
train,brightness_up,crack_00069.jpg,crack_00069_brightness_up.jpg,crack_00069.txt,crack_00069_brightness_up.txt
train,brightness_down,crack_00069.jpg,crack_00069_brightness_down.jpg,crack_00069.txt,crack_00069_brightness_down.txt
train,contrast_up,crack_00069.jpg,crack_00069_contrast_up.jpg,crack_00069.txt,crack_00069_contrast_up.txt
train,gaussian_noise,crack_00069.jpg,crack_00069_gaussian_noise.jpg,crack_00069.txt,crack_00069_gaussian_noise.txt
train,clahe,crack_00069.jpg,crack_00069_clahe.jpg,crack_00069.txt,crack_00069_clahe.txt
train,hflip,crack_00070.jpg,crack_00070_hflip.jpg,crack_00070.txt,crack_00070_hflip.txt
train,vflip,crack_00070.jpg,crack_00070_vflip.jpg,crack_00070.txt,crack_00070_vflip.txt
train,rotate_pos,crack_00070.jpg,crack_00070_rotate_pos.jpg,crack_00070.txt,crack_00070_rotate_pos.txt
train,rotate_neg,crack_00070.jpg,crack_00070_rotate_neg.jpg,crack_00070.txt,crack_00070_rotate_neg.txt
train,brightness_up,crack_00070.jpg,crack_00070_brightness_up.jpg,crack_00070.txt,crack_00070_brightness_up.txt
train,brightness_down,crack_00070.jpg,crack_00070_brightness_down.jpg,crack_00070.txt,crack_00070_brightness_down.txt
train,contrast_up,crack_00070.jpg,crack_00070_contrast_up.jpg,crack_00070.txt,crack_00070_contrast_up.txt
train,gaussian_noise,crack_00070.jpg,crack_00070_gaussian_noise.jpg,crack_00070.txt,crack_00070_gaussian_noise.txt
train,clahe,crack_00070.jpg,crack_00070_clahe.jpg,crack_00070.txt,crack_00070_clahe.txt
train,hflip,crack_00071.jpg,crack_00071_hflip.jpg,crack_00071.txt,crack_00071_hflip.txt
train,vflip,crack_00071.jpg,crack_00071_vflip.jpg,crack_00071.txt,crack_00071_vflip.txt
train,rotate_pos,crack_00071.jpg,crack_00071_rotate_pos.jpg,crack_00071.txt,crack_00071_rotate_pos.txt
train,rotate_neg,crack_00071.jpg,crack_00071_rotate_neg.jpg,crack_00071.txt,crack_00071_rotate_neg.txt
train,brightness_up,crack_00071.jpg,crack_00071_brightness_up.jpg,crack_00071.txt,crack_00071_brightness_up.txt
train,brightness_down,crack_00071.jpg,crack_00071_brightness_down.jpg,crack_00071.txt,crack_00071_brightness_down.txt
train,contrast_up,crack_00071.jpg,crack_00071_contrast_up.jpg,crack_00071.txt,crack_00071_contrast_up.txt
train,gaussian_noise,crack_00071.jpg,crack_00071_gaussian_noise.jpg,crack_00071.txt,crack_00071_gaussian_noise.txt
train,clahe,crack_00071.jpg,crack_00071_clahe.jpg,crack_00071.txt,crack_00071_clahe.txt
train,hflip,crack_00073.jpg,crack_00073_hflip.jpg,crack_00073.txt,crack_00073_hflip.txt
train,vflip,crack_00073.jpg,crack_00073_vflip.jpg,crack_00073.txt,crack_00073_vflip.txt
train,rotate_pos,crack_00073.jpg,crack_00073_rotate_pos.jpg,crack_00073.txt,crack_00073_rotate_pos.txt
train,rotate_neg,crack_00073.jpg,crack_00073_rotate_neg.jpg,crack_00073.txt,crack_00073_rotate_neg.txt
train,brightness_up,crack_00073.jpg,crack_00073_brightness_up.jpg,crack_00073.txt,crack_00073_brightness_up.txt
train,brightness_down,crack_00073.jpg,crack_00073_brightness_down.jpg,crack_00073.txt,crack_00073_brightness_down.txt
train,contrast_up,crack_00073.jpg,crack_00073_contrast_up.jpg,crack_00073.txt,crack_00073_contrast_up.txt
train,gaussian_noise,crack_00073.jpg,crack_00073_gaussian_noise.jpg,crack_00073.txt,crack_00073_gaussian_noise.txt
train,clahe,crack_00073.jpg,crack_00073_clahe.jpg,crack_00073.txt,crack_00073_clahe.txt
train,hflip,crack_00075.jpg,crack_00075_hflip.jpg,crack_00075.txt,crack_00075_hflip.txt
train,vflip,crack_00075.jpg,crack_00075_vflip.jpg,crack_00075.txt,crack_00075_vflip.txt
train,rotate_pos,crack_00075.jpg,crack_00075_rotate_pos.jpg,crack_00075.txt,crack_00075_rotate_pos.txt
train,rotate_neg,crack_00075.jpg,crack_00075_rotate_neg.jpg,crack_00075.txt,crack_00075_rotate_neg.txt
train,brightness_up,crack_00075.jpg,crack_00075_brightness_up.jpg,crack_00075.txt,crack_00075_brightness_up.txt
train,brightness_down,crack_00075.jpg,crack_00075_brightness_down.jpg,crack_00075.txt,crack_00075_brightness_down.txt
train,contrast_up,crack_00075.jpg,crack_00075_contrast_up.jpg,crack_00075.txt,crack_00075_contrast_up.txt
train,gaussian_noise,crack_00075.jpg,crack_00075_gaussian_noise.jpg,crack_00075.txt,crack_00075_gaussian_noise.txt
train,clahe,crack_00075.jpg,crack_00075_clahe.jpg,crack_00075.txt,crack_00075_clahe.txt
train,hflip,crack_00076.jpg,crack_00076_hflip.jpg,crack_00076.txt,crack_00076_hflip.txt
train,vflip,crack_00076.jpg,crack_00076_vflip.jpg,crack_00076.txt,crack_00076_vflip.txt
train,rotate_pos,crack_00076.jpg,crack_00076_rotate_pos.jpg,crack_00076.txt,crack_00076_rotate_pos.txt
train,rotate_neg,crack_00076.jpg,crack_00076_rotate_neg.jpg,crack_00076.txt,crack_00076_rotate_neg.txt
train,brightness_up,crack_00076.jpg,crack_00076_brightness_up.jpg,crack_00076.txt,crack_00076_brightness_up.txt
train,brightness_down,crack_00076.jpg,crack_00076_brightness_down.jpg,crack_00076.txt,crack_00076_brightness_down.txt
train,contrast_up,crack_00076.jpg,crack_00076_contrast_up.jpg,crack_00076.txt,crack_00076_contrast_up.txt
train,gaussian_noise,crack_00076.jpg,crack_00076_gaussian_noise.jpg,crack_00076.txt,crack_00076_gaussian_noise.txt
train,clahe,crack_00076.jpg,crack_00076_clahe.jpg,crack_00076.txt,crack_00076_clahe.txt
train,hflip,crack_00077.jpg,crack_00077_hflip.jpg,crack_00077.txt,crack_00077_hflip.txt
train,vflip,crack_00077.jpg,crack_00077_vflip.jpg,crack_00077.txt,crack_00077_vflip.txt
train,rotate_pos,crack_00077.jpg,crack_00077_rotate_pos.jpg,crack_00077.txt,crack_00077_rotate_pos.txt
train,rotate_neg,crack_00077.jpg,crack_00077_rotate_neg.jpg,crack_00077.txt,crack_00077_rotate_neg.txt
train,brightness_up,crack_00077.jpg,crack_00077_brightness_up.jpg,crack_00077.txt,crack_00077_brightness_up.txt
train,brightness_down,crack_00077.jpg,crack_00077_brightness_down.jpg,crack_00077.txt,crack_00077_brightness_down.txt
train,contrast_up,crack_00077.jpg,crack_00077_contrast_up.jpg,crack_00077.txt,crack_00077_contrast_up.txt
train,gaussian_noise,crack_00077.jpg,crack_00077_gaussian_noise.jpg,crack_00077.txt,crack_00077_gaussian_noise.txt
train,clahe,crack_00077.jpg,crack_00077_clahe.jpg,crack_00077.txt,crack_00077_clahe.txt
train,hflip,crack_00078.jpg,crack_00078_hflip.jpg,crack_00078.txt,crack_00078_hflip.txt
train,vflip,crack_00078.jpg,crack_00078_vflip.jpg,crack_00078.txt,crack_00078_vflip.txt
train,rotate_pos,crack_00078.jpg,crack_00078_rotate_pos.jpg,crack_00078.txt,crack_00078_rotate_pos.txt
train,rotate_neg,crack_00078.jpg,crack_00078_rotate_neg.jpg,crack_00078.txt,crack_00078_rotate_neg.txt
train,brightness_up,crack_00078.jpg,crack_00078_brightness_up.jpg,crack_00078.txt,crack_00078_brightness_up.txt
train,brightness_down,crack_00078.jpg,crack_00078_brightness_down.jpg,crack_00078.txt,crack_00078_brightness_down.txt
train,contrast_up,crack_00078.jpg,crack_00078_contrast_up.jpg,crack_00078.txt,crack_00078_contrast_up.txt
train,gaussian_noise,crack_00078.jpg,crack_00078_gaussian_noise.jpg,crack_00078.txt,crack_00078_gaussian_noise.txt
train,clahe,crack_00078.jpg,crack_00078_clahe.jpg,crack_00078.txt,crack_00078_clahe.txt
train,hflip,crack_00079.jpg,crack_00079_hflip.jpg,crack_00079.txt,crack_00079_hflip.txt
train,vflip,crack_00079.jpg,crack_00079_vflip.jpg,crack_00079.txt,crack_00079_vflip.txt
train,rotate_pos,crack_00079.jpg,crack_00079_rotate_pos.jpg,crack_00079.txt,crack_00079_rotate_pos.txt
train,rotate_neg,crack_00079.jpg,crack_00079_rotate_neg.jpg,crack_00079.txt,crack_00079_rotate_neg.txt
train,brightness_up,crack_00079.jpg,crack_00079_brightness_up.jpg,crack_00079.txt,crack_00079_brightness_up.txt
train,brightness_down,crack_00079.jpg,crack_00079_brightness_down.jpg,crack_00079.txt,crack_00079_brightness_down.txt
train,contrast_up,crack_00079.jpg,crack_00079_contrast_up.jpg,crack_00079.txt,crack_00079_contrast_up.txt
train,gaussian_noise,crack_00079.jpg,crack_00079_gaussian_noise.jpg,crack_00079.txt,crack_00079_gaussian_noise.txt
train,clahe,crack_00079.jpg,crack_00079_clahe.jpg,crack_00079.txt,crack_00079_clahe.txt
train,hflip,crack_00081.jpg,crack_00081_hflip.jpg,crack_00081.txt,crack_00081_hflip.txt
train,vflip,crack_00081.jpg,crack_00081_vflip.jpg,crack_00081.txt,crack_00081_vflip.txt
train,rotate_pos,crack_00081.jpg,crack_00081_rotate_pos.jpg,crack_00081.txt,crack_00081_rotate_pos.txt
train,rotate_neg,crack_00081.jpg,crack_00081_rotate_neg.jpg,crack_00081.txt,crack_00081_rotate_neg.txt
train,brightness_up,crack_00081.jpg,crack_00081_brightness_up.jpg,crack_00081.txt,crack_00081_brightness_up.txt
train,brightness_down,crack_00081.jpg,crack_00081_brightness_down.jpg,crack_00081.txt,crack_00081_brightness_down.txt
train,contrast_up,crack_00081.jpg,crack_00081_contrast_up.jpg,crack_00081.txt,crack_00081_contrast_up.txt
train,gaussian_noise,crack_00081.jpg,crack_00081_gaussian_noise.jpg,crack_00081.txt,crack_00081_gaussian_noise.txt
train,clahe,crack_00081.jpg,crack_00081_clahe.jpg,crack_00081.txt,crack_00081_clahe.txt
train,hflip,crack_00083.jpg,crack_00083_hflip.jpg,crack_00083.txt,crack_00083_hflip.txt
train,vflip,crack_00083.jpg,crack_00083_vflip.jpg,crack_00083.txt,crack_00083_vflip.txt
train,rotate_pos,crack_00083.jpg,crack_00083_rotate_pos.jpg,crack_00083.txt,crack_00083_rotate_pos.txt
train,rotate_neg,crack_00083.jpg,crack_00083_rotate_neg.jpg,crack_00083.txt,crack_00083_rotate_neg.txt
train,brightness_up,crack_00083.jpg,crack_00083_brightness_up.jpg,crack_00083.txt,crack_00083_brightness_up.txt
train,brightness_down,crack_00083.jpg,crack_00083_brightness_down.jpg,crack_00083.txt,crack_00083_brightness_down.txt
train,contrast_up,crack_00083.jpg,crack_00083_contrast_up.jpg,crack_00083.txt,crack_00083_contrast_up.txt
train,gaussian_noise,crack_00083.jpg,crack_00083_gaussian_noise.jpg,crack_00083.txt,crack_00083_gaussian_noise.txt
train,clahe,crack_00083.jpg,crack_00083_clahe.jpg,crack_00083.txt,crack_00083_clahe.txt
train,hflip,crack_00084.jpg,crack_00084_hflip.jpg,crack_00084.txt,crack_00084_hflip.txt
train,vflip,crack_00084.jpg,crack_00084_vflip.jpg,crack_00084.txt,crack_00084_vflip.txt
train,rotate_pos,crack_00084.jpg,crack_00084_rotate_pos.jpg,crack_00084.txt,crack_00084_rotate_pos.txt
train,rotate_neg,crack_00084.jpg,crack_00084_rotate_neg.jpg,crack_00084.txt,crack_00084_rotate_neg.txt
train,brightness_up,crack_00084.jpg,crack_00084_brightness_up.jpg,crack_00084.txt,crack_00084_brightness_up.txt
train,brightness_down,crack_00084.jpg,crack_00084_brightness_down.jpg,crack_00084.txt,crack_00084_brightness_down.txt
train,contrast_up,crack_00084.jpg,crack_00084_contrast_up.jpg,crack_00084.txt,crack_00084_contrast_up.txt
train,gaussian_noise,crack_00084.jpg,crack_00084_gaussian_noise.jpg,crack_00084.txt,crack_00084_gaussian_noise.txt
train,clahe,crack_00084.jpg,crack_00084_clahe.jpg,crack_00084.txt,crack_00084_clahe.txt
train,hflip,crack_00085.jpg,crack_00085_hflip.jpg,crack_00085.txt,crack_00085_hflip.txt
train,vflip,crack_00085.jpg,crack_00085_vflip.jpg,crack_00085.txt,crack_00085_vflip.txt
train,rotate_pos,crack_00085.jpg,crack_00085_rotate_pos.jpg,crack_00085.txt,crack_00085_rotate_pos.txt
train,rotate_neg,crack_00085.jpg,crack_00085_rotate_neg.jpg,crack_00085.txt,crack_00085_rotate_neg.txt
train,brightness_up,crack_00085.jpg,crack_00085_brightness_up.jpg,crack_00085.txt,crack_00085_brightness_up.txt
train,brightness_down,crack_00085.jpg,crack_00085_brightness_down.jpg,crack_00085.txt,crack_00085_brightness_down.txt
train,contrast_up,crack_00085.jpg,crack_00085_contrast_up.jpg,crack_00085.txt,crack_00085_contrast_up.txt
train,gaussian_noise,crack_00085.jpg,crack_00085_gaussian_noise.jpg,crack_00085.txt,crack_00085_gaussian_noise.txt
train,clahe,crack_00085.jpg,crack_00085_clahe.jpg,crack_00085.txt,crack_00085_clahe.txt
train,hflip,crack_00087.jpg,crack_00087_hflip.jpg,crack_00087.txt,crack_00087_hflip.txt
train,vflip,crack_00087.jpg,crack_00087_vflip.jpg,crack_00087.txt,crack_00087_vflip.txt
train,rotate_pos,crack_00087.jpg,crack_00087_rotate_pos.jpg,crack_00087.txt,crack_00087_rotate_pos.txt
train,rotate_neg,crack_00087.jpg,crack_00087_rotate_neg.jpg,crack_00087.txt,crack_00087_rotate_neg.txt
train,brightness_up,crack_00087.jpg,crack_00087_brightness_up.jpg,crack_00087.txt,crack_00087_brightness_up.txt
train,brightness_down,crack_00087.jpg,crack_00087_brightness_down.jpg,crack_00087.txt,crack_00087_brightness_down.txt
train,contrast_up,crack_00087.jpg,crack_00087_contrast_up.jpg,crack_00087.txt,crack_00087_contrast_up.txt
train,gaussian_noise,crack_00087.jpg,crack_00087_gaussian_noise.jpg,crack_00087.txt,crack_00087_gaussian_noise.txt
train,clahe,crack_00087.jpg,crack_00087_clahe.jpg,crack_00087.txt,crack_00087_clahe.txt
train,hflip,crack_00088.jpg,crack_00088_hflip.jpg,crack_00088.txt,crack_00088_hflip.txt
train,vflip,crack_00088.jpg,crack_00088_vflip.jpg,crack_00088.txt,crack_00088_vflip.txt
train,rotate_pos,crack_00088.jpg,crack_00088_rotate_pos.jpg,crack_00088.txt,crack_00088_rotate_pos.txt
train,rotate_neg,crack_00088.jpg,crack_00088_rotate_neg.jpg,crack_00088.txt,crack_00088_rotate_neg.txt
train,brightness_up,crack_00088.jpg,crack_00088_brightness_up.jpg,crack_00088.txt,crack_00088_brightness_up.txt
train,brightness_down,crack_00088.jpg,crack_00088_brightness_down.jpg,crack_00088.txt,crack_00088_brightness_down.txt
train,contrast_up,crack_00088.jpg,crack_00088_contrast_up.jpg,crack_00088.txt,crack_00088_contrast_up.txt
train,gaussian_noise,crack_00088.jpg,crack_00088_gaussian_noise.jpg,crack_00088.txt,crack_00088_gaussian_noise.txt
train,clahe,crack_00088.jpg,crack_00088_clahe.jpg,crack_00088.txt,crack_00088_clahe.txt
train,hflip,crack_00090.jpg,crack_00090_hflip.jpg,crack_00090.txt,crack_00090_hflip.txt
train,vflip,crack_00090.jpg,crack_00090_vflip.jpg,crack_00090.txt,crack_00090_vflip.txt
train,rotate_pos,crack_00090.jpg,crack_00090_rotate_pos.jpg,crack_00090.txt,crack_00090_rotate_pos.txt
train,rotate_neg,crack_00090.jpg,crack_00090_rotate_neg.jpg,crack_00090.txt,crack_00090_rotate_neg.txt
train,brightness_up,crack_00090.jpg,crack_00090_brightness_up.jpg,crack_00090.txt,crack_00090_brightness_up.txt
train,brightness_down,crack_00090.jpg,crack_00090_brightness_down.jpg,crack_00090.txt,crack_00090_brightness_down.txt
train,contrast_up,crack_00090.jpg,crack_00090_contrast_up.jpg,crack_00090.txt,crack_00090_contrast_up.txt
train,gaussian_noise,crack_00090.jpg,crack_00090_gaussian_noise.jpg,crack_00090.txt,crack_00090_gaussian_noise.txt
train,clahe,crack_00090.jpg,crack_00090_clahe.jpg,crack_00090.txt,crack_00090_clahe.txt
train,hflip,crack_00092.jpg,crack_00092_hflip.jpg,crack_00092.txt,crack_00092_hflip.txt
train,vflip,crack_00092.jpg,crack_00092_vflip.jpg,crack_00092.txt,crack_00092_vflip.txt
train,rotate_pos,crack_00092.jpg,crack_00092_rotate_pos.jpg,crack_00092.txt,crack_00092_rotate_pos.txt
train,rotate_neg,crack_00092.jpg,crack_00092_rotate_neg.jpg,crack_00092.txt,crack_00092_rotate_neg.txt
train,brightness_up,crack_00092.jpg,crack_00092_brightness_up.jpg,crack_00092.txt,crack_00092_brightness_up.txt
train,brightness_down,crack_00092.jpg,crack_00092_brightness_down.jpg,crack_00092.txt,crack_00092_brightness_down.txt
train,contrast_up,crack_00092.jpg,crack_00092_contrast_up.jpg,crack_00092.txt,crack_00092_contrast_up.txt
train,gaussian_noise,crack_00092.jpg,crack_00092_gaussian_noise.jpg,crack_00092.txt,crack_00092_gaussian_noise.txt
train,clahe,crack_00092.jpg,crack_00092_clahe.jpg,crack_00092.txt,crack_00092_clahe.txt
train,hflip,crack_00093.jpg,crack_00093_hflip.jpg,crack_00093.txt,crack_00093_hflip.txt
train,vflip,crack_00093.jpg,crack_00093_vflip.jpg,crack_00093.txt,crack_00093_vflip.txt
train,rotate_pos,crack_00093.jpg,crack_00093_rotate_pos.jpg,crack_00093.txt,crack_00093_rotate_pos.txt
train,rotate_neg,crack_00093.jpg,crack_00093_rotate_neg.jpg,crack_00093.txt,crack_00093_rotate_neg.txt
train,brightness_up,crack_00093.jpg,crack_00093_brightness_up.jpg,crack_00093.txt,crack_00093_brightness_up.txt
train,brightness_down,crack_00093.jpg,crack_00093_brightness_down.jpg,crack_00093.txt,crack_00093_brightness_down.txt
train,contrast_up,crack_00093.jpg,crack_00093_contrast_up.jpg,crack_00093.txt,crack_00093_contrast_up.txt
train,gaussian_noise,crack_00093.jpg,crack_00093_gaussian_noise.jpg,crack_00093.txt,crack_00093_gaussian_noise.txt
train,clahe,crack_00093.jpg,crack_00093_clahe.jpg,crack_00093.txt,crack_00093_clahe.txt
train,hflip,crack_00095.jpg,crack_00095_hflip.jpg,crack_00095.txt,crack_00095_hflip.txt
train,vflip,crack_00095.jpg,crack_00095_vflip.jpg,crack_00095.txt,crack_00095_vflip.txt
train,rotate_pos,crack_00095.jpg,crack_00095_rotate_pos.jpg,crack_00095.txt,crack_00095_rotate_pos.txt
train,rotate_neg,crack_00095.jpg,crack_00095_rotate_neg.jpg,crack_00095.txt,crack_00095_rotate_neg.txt
train,brightness_up,crack_00095.jpg,crack_00095_brightness_up.jpg,crack_00095.txt,crack_00095_brightness_up.txt
train,brightness_down,crack_00095.jpg,crack_00095_brightness_down.jpg,crack_00095.txt,crack_00095_brightness_down.txt
train,contrast_up,crack_00095.jpg,crack_00095_contrast_up.jpg,crack_00095.txt,crack_00095_contrast_up.txt
train,gaussian_noise,crack_00095.jpg,crack_00095_gaussian_noise.jpg,crack_00095.txt,crack_00095_gaussian_noise.txt
train,clahe,crack_00095.jpg,crack_00095_clahe.jpg,crack_00095.txt,crack_00095_clahe.txt
train,hflip,crack_00096.jpg,crack_00096_hflip.jpg,crack_00096.txt,crack_00096_hflip.txt
train,vflip,crack_00096.jpg,crack_00096_vflip.jpg,crack_00096.txt,crack_00096_vflip.txt
train,rotate_pos,crack_00096.jpg,crack_00096_rotate_pos.jpg,crack_00096.txt,crack_00096_rotate_pos.txt
train,rotate_neg,crack_00096.jpg,crack_00096_rotate_neg.jpg,crack_00096.txt,crack_00096_rotate_neg.txt
